Generating SQLite file results/nsys_gradient_clip/20260903_143600/large_256_train_step.sqlite from results/nsys_gradient_clip/20260903_143600/large_256_train_step.nsys-rep
Processing [results/nsys_gradient_clip/20260903_143600/large_256_train_step.sqlite] with [/usr/local/cuda-12.2/nsight-systems-2023.2.3/host-linux-x64/reports/nvtx_kern_sum.py]... 

 ** NVTX Range Kernel Summary (nvtx_kern_sum):

        NVTX Range           Style     PID      TID    NVTX Inst  Kern Inst  Total Time (ns)  Avg (ns)   Med (ns)   Min (ns)  Max (ns)  StdDev (ns)                                              Kernel Name                                             
 profile_region             PushPop  383,872  383,872          1         36          871,993   24,222.0   24,192.0    23,904    25,183        210.4  sm80_xmma_gemm_f32f32_f32f32_f32_nn_n_tilesize64x64x8_stage3_warpsize1x4x1_ffma_aligna4_alignc4_exe…
 profile_region             PushPop  383,872  383,872          1         36          693,531   19,264.8   19,216.0    18,976    19,808        180.7  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
 profile_region             PushPop  383,872  383,872          1         72          642,873    8,928.8    8,928.0     8,736     9,088         74.4  void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)4>,…
 profile_region             PushPop  383,872  383,872          1         38          639,544   16,830.1   15,808.0    15,392    35,328      4,306.4  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
 profile_region             PushPop  383,872  383,872          1          1          625,946  625,946.0  625,946.0   625,946   625,946          0.0  sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x64x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_ex…
 profile_region             PushPop  383,872  383,872          1         37          587,324   15,873.6   15,584.0    15,423    24,960      1,538.7  void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MaxOps<flo…
 profile_region             PushPop  383,872  383,872          1         36          578,363   16,065.6   16,031.5    15,808    16,607        181.2  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
 profile_region             PushPop  383,872  383,872          1         72          487,038    6,764.4    6,800.0     5,439     8,480      1,213.7  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
 profile_region             PushPop  383,872  383,872          1         36          447,229   12,423.0   12,400.0    11,936    13,216        277.1  void at::native::vectorized_elementwise_kernel<(int)4, at::native::sigmoid_kernel_cuda(at::TensorIt…
 profile_region             PushPop  383,872  383,872          1         37          440,792   11,913.3   11,456.0    11,072    27,327      2,613.7  void at::native::vectorized_elementwise_kernel<(int)4, at::native::exp_kernel_cuda(at::TensorIterat…
 profile_region             PushPop  383,872  383,872          1         74          416,830    5,632.8    5,664.0     3,039     5,792        308.9  void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<fl…
 profile_region             PushPop  383,872  383,872          1         36          390,236   10,839.9   10,768.0    10,400    11,680        286.5  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, floa…
 profile_region             PushPop  383,872  383,872          1         73          117,852    1,614.4    1,663.0     1,471     1,920        115.9  void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIter…
 profile_region             PushPop  383,872  383,872          1         36          105,723    2,936.8    2,944.0     2,879     3,008         32.6  void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::n…
 profile_region             PushPop  383,872  383,872          1         36           43,677    1,213.3    1,280.0     1,087     1,312         94.7  void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &,…
 profile_region             PushPop  383,872  383,872          1          1           27,327   27,327.0   27,327.0    27,327    27,327          0.0  void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIterat…
 profile_region             PushPop  383,872  383,872          1          1            9,600    9,600.0    9,600.0     9,600     9,600          0.0  void at::native::_scatter_gather_elementwise_kernel<(int)128, (int)8, void at::native::_cuda_scatte…
 profile_region             PushPop  383,872  383,872          1          1            6,080    6,080.0    6,080.0     6,080     6,080          0.0  void at::native::vectorized_gather_kernel<(int)16, long>(char *, char *, T2 *, int, long, long, lon…
 profile_region             PushPop  383,872  383,872          1          1            2,048    2,048.0    2,048.0     2,048     2,048          0.0  void at::native::vectorized_elementwise_kernel<(int)4, void at::native::compare_scalar_kernel<float…
 profile_region             PushPop  383,872  383,872          1          1            1,792    1,792.0    1,792.0     1,792     1,792          0.0  void at::native::vectorized_elementwise_kernel<(int)4, at::native::log_kernel_cuda(at::TensorIterat…
 profile_region             PushPop  383,872  383,872          1          1            1,727    1,727.0    1,727.0     1,727     1,727          0.0  void at::native::vectorized_elementwise_kernel<(int)4, at::native::reciprocal_kernel_cuda(at::Tenso…
 update                     PushPop  383,872  383,872          1      1,962       16,978,744    8,653.8    5,536.0     1,344    37,055      7,050.6  void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, floa…
 update                     PushPop  383,872  383,872          1      1,308       14,275,589   10,914.1    4,192.0     1,344    53,951     10,768.0  void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, std::arr…
 update                     PushPop  383,872  383,872          1        327        3,603,204   11,019.0    4,128.0     1,568    54,176     11,171.7  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, floa…
 update                     PushPop  383,872  383,872          1        654        2,908,091    4,446.6    2,880.5     1,183    18,080      3,053.2  void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<c…
 update                     PushPop  383,872  383,872          1        327        2,833,350    8,664.7    3,808.0     1,535    37,311      8,080.7  void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scala…
 update                     PushPop  383,872  383,872          1        327        2,818,125    8,618.1    3,424.0     1,791    36,863      8,220.7  void at::native::vectorized_elementwise_kernel<(int)4, at::native::sqrt_kernel_cuda(at::TensorItera…
 update                     PushPop  383,872  383,872          1        327        2,279,261    6,970.2    3,360.0     1,375    36,959      6,269.8  void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, st…

